,links
326,https://safecomputing.umich.edu/phishing-alerts/name-you-have-held-messages-2021-02-08-000000
327,https://safecomputing.umich.edu/phishing-alerts/voice-message-numbers-and-senders-may-vary-2021-02-04-000000
328,https://safecomputing.umich.edu/phishing-alerts/auto-password-verification-failed-2021-01-06-000000
329,https://safecomputing.umich.edu/phishing-alerts/subjects-may-vary-%E2%80%9Cassistant%E2%80%9D-fraud-scheme-targeting-college-students-2020-12-11
330,https://safecomputing.umich.edu/phishing-alerts/expiration-notifications-2020-12-07-000000
331,https://safecomputing.umich.edu/phishing-alerts/subjects-vary-fake-work-notifications-targeting-health-care-2020-10-29-000000
332,https://safecomputing.umich.edu/be-aware/shared-office-doc-dangers
333,https://safecomputing.umich.edu/phishing-alerts/post-mail-alert-12-october-2020-10-12-000000
334,https://safecomputing.umich.edu/phishing-alerts/found-nearly-5-clustered-e-mails-not-pending-and-not-delivered-yet-your-mail-2020-10
335,https://safecomputing.umich.edu/phishing-alerts/deliverability-issues-action-required-2020-09-28-000000
336,https://safecomputing.umich.edu/phishing-alerts/you-have-9-new-unread-messages-2020-09-24-000000
337,https://safecomputing.umich.edu/phishing-alerts/mail-service-alert%E2%84%A2-2020-09-21-000000
338,https://safecomputing.umich.edu/phishing-alerts/webmail-security-notifications-2020-09-18-000000
339,https://safecomputing.umich.edu/phishing-alerts/action-required-fix-issues-2020-09-08-000000
340,https://safecomputing.umich.edu/phishing-alerts/subject-may-vary-or-be-blank-impersonate-its-service-desk-2020-07-20-000000
341,https://safecomputing.umich.edu/phishing-alerts/new-document-received-2020-07-14-000000
342,https://safecomputing.umich.edu/phishing-alerts/you-have-voicemail-message-xxx-xxx-xxxx-2020-07-14-000000
343,https://safecomputing.umich.edu/phishing-alerts/i-need-assistance-2020-07-10-000000
344,https://safecomputing.umich.edu/phishing-alerts/re-urgent-attention-2020-05-27-000000
345,https://safecomputing.umich.edu/phishing-alerts/subjects-vary-%E2%80%94-likely-will-be-old-password-2020-04-23-000000
346,https://safecomputing.umich.edu/phishing-alerts/subjects-vary-%E2%80%94-offers-part-time-jobs-2020-04-10-000000
347,https://safecomputing.umich.edu/phishing-alerts/pension-assistance-university-michigan-personnel-2020-04-01-000000
348,https://safecomputing.umich.edu/phishing-alerts/covid-19-coronavirus-scams-subjects-vary-2020-03-11-000000
349,https://safecomputing.umich.edu/security-alerts/watch-out-coronavirus-scams
350,https://safecomputing.umich.edu/be-aware/scams/coronavirus
351,https://safecomputing.umich.edu/phishing-alerts/umich-release-your-pending-emails-2020-03-09-000000
352,https://safecomputing.umich.edu/phishing-alerts/recover-failed-emails-2020-02-11-000000
353,https://safecomputing.umich.edu/phishing-alerts/invitation-high-level-political-forum-sustainable-development-hlpf-2020-2019-12-16
354,https://safecomputing.umich.edu/phishing-alerts/subject-unknown-2019-10-22-000000
355,https://safecomputing.umich.edu/phishing-alerts/re-ict-technical-support-2019-09-25-000000
356,https://safecomputing.umich.edu/phishing-alerts/account-update-2019-09-19-000000
357,https://safecomputing.umich.edu/phishing-alerts/important-you-e-mail-umichedu-address-account-password-change-2019-09-16-000000
358,https://safecomputing.umich.edu/phishing-alerts/user-security-alert-2019-08-27-000000
359,https://safecomputing.umich.edu/phishing-alerts/mail-synching-error-2019-08-22-000000
360,https://safecomputing.umich.edu/phishing-alerts/umich-2019-08-02-000000
361,https://safecomputing.umich.edu/phishing-alerts/2-unread-messages-held-2019-08-02-000000
362,https://safecomputing.umich.edu/phishing-alerts/your-uniqname-informations-2019-07-23-000000
363,https://safecomputing.umich.edu/phishing-alerts/%E2%9D%B6-notification-2019-07-19-000000
364,https://safecomputing.umich.edu/phishing-alerts/notification-system-admin-2019-07-11-000000
365,https://safecomputing.umich.edu/phishing-alerts/renewing-loaned-materials-2019-06-06-000000
366,https://safecomputing.umich.edu/phishing-alerts/see-file-2019-06-03-000000
367,https://safecomputing.umich.edu/phishing-alerts/important-report-mark-schlissel-president-2019-05-22-000000
368,https://safecomputing.umich.edu/phishing-alerts/email-quarantine-you-have-7-new-emails-2019-05-15-000000
369,https://safecomputing.umich.edu/phishing-alerts/you-have-new-message-2019-04-29-000000
370,https://safecomputing.umich.edu/phishing-alerts/o365mcmicrosoftcom-2019-04-16-000000
371,https://safecomputing.umich.edu/phishing-alerts/umicheduimportant-notice-2019-04-10-000000
372,https://safecomputing.umich.edu/phishing-alerts/dhl-shipment-notification-2019-04-05-000000
373,https://safecomputing.umich.edu/phishing-alerts/you-have-21-pending-undelivered-emails-your-mail-box-2019-04-04-000000
374,https://safecomputing.umich.edu/phishing-alerts/dear-umich-user-2019-04-04-000000
375,https://safecomputing.umich.edu/phishing-alerts/warninglow-quota-2019-04-01-000000
376,https://safecomputing.umich.edu/phishing-alerts/michigan-medicine-university-michigan-important-update-2019-03-21-000000
377,https://safecomputing.umich.edu/phishing-alerts/earning-march-2019-2019-03-08-000000
378,https://safecomputing.umich.edu/phishing-alerts/sexual-harassment-prevention-training-mandatory-training-requirement-2019-02-27
379,https://safecomputing.umich.edu/phishing-alerts/payroll-schedule-message-2019-02-19-000000
380,https://safecomputing.umich.edu/phishing-alerts/email-upgrade-2019-02-15-000000
381,https://safecomputing.umich.edu/phishing-alerts/pending-notification-university-michigan-sharing-file-you-2019-02-06-000000
382,https://safecomputing.umich.edu/phishing-alerts/subject-varies-outstanding-invoices-or-monthly-invoice-2019-02-05-000000
383,https://safecomputing.umich.edu/phishing-alerts/subject-varies-hi-i-am-busy-i-need-you-purchase-gift-cards-2019-02-05-000000
384,https://safecomputing.umich.edu/phishing-alerts/mailbox-alert-2019-01-29-000000
385,https://safecomputing.umich.edu/phishing-alerts/important-please-read-notification-2019-01-25-000000
386,https://safecomputing.umich.edu/phishing-alerts/fwd-confirmation-payment-2019-01-21-000000
387,https://safecomputing.umich.edu/phishing-alerts/it-desk-refer-text-update-2019-01-18-000000
388,https://safecomputing.umich.edu/phishing-alerts/vm-message-2019-01-15-000000
389,https://safecomputing.umich.edu/phishing-alerts/re-urgent-reminder-timecard-approval-2019-01-15-000000
390,https://safecomputing.umich.edu/phishing-alerts/urgent-request-2019-01-09-000000
391,https://safecomputing.umich.edu/phishing-alerts/fwd-mandatory-email-verification-620-2018-12-21-000000
392,https://safecomputing.umich.edu/phishing-alerts/fwd-mandatory-email-verification-620-2018-12-20-000000
393,https://safecomputing.umich.edu/phishing-alerts/phone-number-left-you-voice-message-2018-12-17-000000
394,https://safecomputing.umich.edu/phishing-alerts/please-review-and-acknowledge-invoice-0006578342209-2018-12-12-000000
395,https://safecomputing.umich.edu/phishing-alerts/message-wireless-caller-2018-12-05-000000
396,https://safecomputing.umich.edu/phishing-alerts/it-desk-voice-message-missed-phone-number-removed-2018-11-12-000000
397,https://safecomputing.umich.edu/phishing-alerts/email-address-have-14-error-delivery-new-quarantined-messages-2018-11-08-000000
398,https://safecomputing.umich.edu/phishing-alerts/outlook-office-support-2018-10-30-000000
399,https://safecomputing.umich.edu/phishing-alerts/no-subject-2018-10-09-000000
400,https://safecomputing.umich.edu/phishing-alerts/university-michigan-2018-10-07-000000
401,https://safecomputing.umich.edu/phishing-alerts/1-new-voice-message-received-xyz-yyy-zzzz-2018-10-04-000000
402,https://safecomputing.umich.edu/phishing-alerts/important-document-signature-2018-10-04-000000
403,https://safecomputing.umich.edu/phishing-alerts/re-support-desk-2018-10-03-000000
404,https://safecomputing.umich.edu/phishing-alerts/university-michigan-2018-10-02-000000
405,https://safecomputing.umich.edu/phishing-alerts/subject-varies-extortion-emails-name-and-password-increasing-u-m-2018-10-01-000000
406,https://safecomputing.umich.edu/phishing-alerts/migrationsecurity-warning-2018-09-10-000000
407,https://safecomputing.umich.edu/phishing-alerts/your-mailbox-notification-2018-09-04-000000
408,https://safecomputing.umich.edu/phishing-alerts/email-subscription-expire-2018-08-24-000000
409,https://safecomputing.umich.edu/phishing-alerts/university-michigan-2018-08-16-000000
410,https://safecomputing.umich.edu/phishing-alerts/email-alert-university-michigan-2018-08-06-000000
411,https://safecomputing.umich.edu/phishing-alerts/it-service-desk-2018-08-02-000000
412,https://safecomputing.umich.edu/phishing-alerts/important-file-2018-07-30-000000
413,https://safecomputing.umich.edu/phishing-alerts/you-have-secure-message-2018-07-30-000000
414,https://safecomputing.umich.edu/phishing-alerts/emergency-warning-2018-07-27-000000
415,https://safecomputing.umich.edu/phishing-alerts/sv-it-service-desk-2018-07-23-000000
416,https://safecomputing.umich.edu/phishing-alerts/payroll-notification-2018-07-13-000000
417,https://safecomputing.umich.edu/phishing-alerts/receiptsummary-1pdf-2018-07-02-000000
418,https://safecomputing.umich.edu/phishing-alerts/update-your-portal-2018-06-26-000000
419,https://safecomputing.umich.edu/phishing-alerts/university-michigan-security-alert-2018-06-17-000000
420,https://safecomputing.umich.edu/phishing-alerts/action-required-review-and-complete-2018-06-13-000000
421,https://safecomputing.umich.edu/phishing-alerts/2-scanned-document-received-2018-06-12-000000
422,https://safecomputing.umich.edu/phishing-alerts/umich-info-campus-emergency-announcement-2018-06-05-000000
423,https://safecomputing.umich.edu/phishing-alerts/breaking-campus-security-emergency-2018-06-05-000000
424,https://safecomputing.umich.edu/phishing-alerts/police-security-emergency-2018-06-05-000000
425,https://safecomputing.umich.edu/phishing-alerts/sarah-shared-file-you-2018-05-30-000000
426,https://safecomputing.umich.edu/phishing-alerts/email-sign-alert-2018-05-24-000000
427,https://safecomputing.umich.edu/phishing-alerts/12006gb-upgrade-2018-05-18-000000
428,https://safecomputing.umich.edu/phishing-alerts/employee-appraisal-you-2018-05-15-000000
429,https://safecomputing.umich.edu/phishing-alerts/microsoft-outlook-web-2018-05-09-000000
430,https://safecomputing.umich.edu/phishing-alerts/please-confirm-deactivate-order-2018-05-07-000000
431,https://safecomputing.umich.edu/phishing-alerts/please-confirm-deactivate-order-2018-05-03-000000
432,https://safecomputing.umich.edu/phishing-alerts/re-it-supporthelp-desk-2018-04-25-000000
433,https://safecomputing.umich.edu/phishing-alerts/mail-update-2018-04-25-000000
434,https://safecomputing.umich.edu/phishing-alerts/please-find-attached-2018-04-24-000000
435,https://safecomputing.umich.edu/phishing-alerts/completed-please-see-13-2018-04-19-000000
436,https://safecomputing.umich.edu/phishing-alerts/your-payroll-update-2018-04-05-000000
437,https://safecomputing.umich.edu/phishing-alerts/email-security-update-urgent-2018-04-04-000000
438,https://safecomputing.umich.edu/phishing-alerts/email-verification-alert-2018-03-20-000000
439,https://safecomputing.umich.edu/phishing-alerts/payroll-schedule-message-2018-03-14-000000
440,https://safecomputing.umich.edu/phishing-alerts/your-office-lite-token-2018-03-13-000000
441,https://safecomputing.umich.edu/phishing-alerts/re-staff-bulletin-2018-03-07-000000
442,https://safecomputing.umich.edu/phishing-alerts/your-email-has-been-compromised-2018-03-07-000000
443,https://safecomputing.umich.edu/phishing-alerts/invoice-2018-03-05-000000
444,https://safecomputing.umich.edu/phishing-alerts/re-e-mail-voicemail-2018-03-05-000000
445,https://safecomputing.umich.edu/phishing-alerts/umichedu-verification-2018-02-27-000000
446,https://safecomputing.umich.edu/phishing-alerts/docsinv2018-2018-02-27-000000
447,https://safecomputing.umich.edu/phishing-alerts/validate-webmail-users-2018-2018-02-27-000000
448,https://safecomputing.umich.edu/phishing-alerts/schedule-message-2018-02-26-000000
449,https://safecomputing.umich.edu/phishing-alerts/re-admin-upgrade-2018-02-16-000000
450,https://safecomputing.umich.edu/phishing-alerts/invoice-receipt-2018-02-16-000000
451,https://safecomputing.umich.edu/phishing-alerts/order-confirmation-2018-02-06-000000
452,https://safecomputing.umich.edu/phishing-alerts/helpdesk-2018-02-06-000000
453,https://safecomputing.umich.edu/phishing-alerts/dues-invoice-was-paid-2018-02-05-000000
454,https://safecomputing.umich.edu/phishing-alerts/update-2018-01-30-000000
455,https://safecomputing.umich.edu/phishing-alerts/ticket-number5028747-2018-01-28-000000
456,https://safecomputing.umich.edu/phishing-alerts/follow-2018-01-24-000000
457,https://safecomputing.umich.edu/phishing-alerts/technical-support-team-2018-01-23-000000
458,https://safecomputing.umich.edu/phishing-alerts/action-required-review-2018-projects-2018-01-23-000000
459,https://safecomputing.umich.edu/phishing-alerts/reference-number-qw05vz-2018-01-16-000000
460,https://safecomputing.umich.edu/phishing-alerts/you-have-faculty-message-adriana-berenise-pulido-2018-01-16-000000
461,https://safecomputing.umich.edu/phishing-alerts/all-2018-01-08-000000
462,https://safecomputing.umich.edu/phishing-alerts/great-holidays-and-happy-new-year-2018-01-03-000000
463,https://safecomputing.umich.edu/phishing-alerts/service-removal-requested-2-jan-2018-has-initiated-final-warning-2018-01-02-000000
464,https://safecomputing.umich.edu/phishing-alerts/memo-hr-department-2017-12-06-000000
465,https://safecomputing.umich.edu/phishing-alerts/urgent-message-our-customers-2017-12-02-000000
466,https://safecomputing.umich.edu/phishing-alerts/receipt-payment-app-store-2017-11-29-000000
467,https://safecomputing.umich.edu/phishing-alerts/re-technical-support-2017-11-27-000000
468,https://safecomputing.umich.edu/phishing-alerts/upgrade-your-account-2017-11-26-000000
469,https://safecomputing.umich.edu/phishing-alerts/payroll-schedule-message-2017-11-22-000000
470,https://safecomputing.umich.edu/phishing-alerts/invoice-83254660679huenylc2017-21-nov-17-2017-11-21-000000
471,https://safecomputing.umich.edu/phishing-alerts/re-password-expiration-notification-2017-11-21-000000
472,https://safecomputing.umich.edu/phishing-alerts/urgent-2017-11-20-000000
473,https://safecomputing.umich.edu/phishing-alerts/sv-2017-11-17-000000
474,https://safecomputing.umich.edu/phishing-alerts/new-message-blackboard-2017-11-15-000000
475,https://safecomputing.umich.edu/phishing-alerts/employee-q2-screening-survey-2017-11-13-000000
476,https://safecomputing.umich.edu/phishing-alerts/alert-e-sign-now-2017-11-13-000000
